question,answer,document
Where are the classes for Movement and Dance II located on the campus?,"The Movement and Dance II class is located in Building WQE, Room ST B.",Courses_data/Documents/metadata_course_spring_24.txt
How many units does the Graduate Recital: Cello course offer?,The course titled Graduate Recital: Cello with Course ID 57898 has 1.0 units.,Courses_data/Documents/metadata_course_spring_24.txt
Where are the classes for Collaborative Visualizing located on the campus?,"The Collaborative Visualizing class is located in Building MM, Room A6.",Courses_data/Documents/metadata_course_spring_24.txt
Who is the instructor for the Internship?,"The Internship course is led by instructor Nichols, Weild, Ross, Arons.",Courses_data/Documents/metadata_course_spring_24.txt
Which semester does the research in psychology belong to?,The research in psychology is a part of the Fall 2023 semester.,Courses_data/Documents/metadata_course_fall_23.txt
Which semester does the IDeATe: 3D Modeling and 3D Printing belong to?,The IDeATe: 3D Modeling and 3D Printing is a part of the Spring 2024 semester.,Courses_data/Documents/metadata_course_spring_24.txt
"How many units does the Frontiers, Analysis, and Discovery in Biological Sciences course offer?","The course titled Frontiers, Analysis, and Discovery in Biological Sciences with Course ID 3117 has 6.0 units.",Courses_data/Documents/metadata_course_spring_24.txt
Where are the classes for Masters EST&P Project located on the campus?,"The Masters EST&P Project class is located in Building DNM, Room DNM.",Courses_data/Documents/metadata_course_spring_24.txt
Who is the instructor for the Production Prep: Passage:?,The Production Prep: Passage: course is led by instructor nan.,Courses_data/Documents/metadata_course_fall_23.txt
Which department offers the Production Prep: Lear: subject?,The Drama department offers the Production Prep: Lear: subject.,Courses_data/Documents/metadata_course_fall_23.txt
Where are the classes for Costume Design located on the campus?,"The Costume Design class is located in Building TBA, Room nan.",Courses_data/Documents/metadata_course_spring_24.txt
Which semester does the Software Design and Architecture belong to?,The Software Design and Architecture is a part of the Spring 2024 semester.,Courses_data/Documents/metadata_course_spring_24.txt
Which department offers the Elementary French I subject?,The Modern Languages department offers the Elementary French I subject.,Courses_data/Documents/metadata_course_spring_24.txt
Which semester does the Stage Management belong to?,The Stage Management is a part of the Fall 2023 semester.,Courses_data/Documents/metadata_course_fall_23.txt
Which semester does the Matrices and Linear Transformations belong to?,The Matrices and Linear Transformations is a part of the Fall 2023 semester.,Courses_data/Documents/metadata_course_fall_23.txt
When are the classes scheduled for the Enterprise Web Development?,The classes meet on Tuesday between 06:30PM and 09:20PM ET for the Enterprise Web Development.,Courses_data/Documents/metadata_course_fall_23.txt
Which semester does the Stochastic Calculus for Finance I belong to?,The Stochastic Calculus for Finance I is a part of the Fall 2023 semester.,Courses_data/Documents/metadata_course_fall_23.txt
Which semester does the Production Prep: A Little Night Music: belong to?,The Production Prep: A Little Night Music: is a part of the Fall 2023 semester.,Courses_data/Documents/metadata_course_fall_23.txt
Where are the classes for Accelerate Leadership Assessment located on the campus?,"The Accelerate Leadership Assessment class is located in Building CMU, Room REMOTE.",Courses_data/Documents/metadata_course_fall_23.txt
When are the classes scheduled for the Independent Study in Business Analytics and Technology?,The classes meet on Schedule will be added between nan and nan ET for the Independent Study in Business Analytics and Technology.,Courses_data/Documents/metadata_course_fall_23.txt
When are the classes scheduled for the History Proficiency II Test?,The classes meet on Schedule will be added between nan and nan ET for the History Proficiency II Test.,Courses_data/Documents/metadata_course_spring_24.txt
Which semester does the BXA Studio (2nd semester) belong to?,The BXA Studio (2nd semester) is a part of the Fall 2023 semester.,Courses_data/Documents/metadata_course_fall_23.txt
How many units does the MSBA Experiential Learning 4 course offer?,The course titled MSBA Experiential Learning 4 with Course ID 46994 has 3.0 units.,Courses_data/Documents/metadata_course_spring_24.txt
Which department offers the Supervised Reading in Mathematical Physics subject?,The Physics department offers the Supervised Reading in Mathematical Physics subject.,Courses_data/Documents/metadata_course_spring_24.txt
Which department offers the Philosophy of Social Science subject?,The Philosophy department offers the Philosophy of Social Science subject.,Courses_data/Documents/metadata_course_spring_24.txt
Who is the instructor for the Advanced Synthesis Options Studio?,The Advanced Synthesis Options Studio course is led by instructor Instructor TBA.,Courses_data/Documents/metadata_course_fall_23.txt
Which department offers the Interpretation and Argument subject?,The English department offers the Interpretation and Argument subject.,Courses_data/Documents/metadata_course_spring_24.txt
How many units does the Fundamentals of Operationalizing AI course offer?,The course titled Fundamentals of Operationalizing AI with Course ID 94879 has 6.0 units.,Courses_data/Documents/metadata_course_spring_24.txt
Where are the classes for Quantitative evaluation of language technologies located on the campus?,"The Quantitative evaluation of language technologies class is located in Building WEH, Room 5421.",Courses_data/Documents/metadata_course_spring_24.txt
Where are the classes for Acting for the Camera located on the campus?,"The Acting for the Camera class is located in Building PCA, Room 115.",Courses_data/Documents/metadata_course_spring_24.txt
Which department offers the Independent Study subject?,The Information Systems:Sch of IS & Mgt department offers the Independent Study subject.,Courses_data/Documents/metadata_course_fall_23.txt
Where are the classes for Financial and Managerial Accounting II: located on the campus?,"The Financial and Managerial Accounting II: class is located in Building nan, Room nan.",Courses_data/Documents/metadata_course_spring_24.txt
Who is the instructor for the Lighting Forum?,The Lighting Forum course is led by instructor Stebbins.,Courses_data/Documents/metadata_course_fall_23.txt
Which semester does the Research Project belong to?,The Research Project is a part of the Spring 2024 semester.,Courses_data/Documents/metadata_course_spring_24.txt
When are the classes scheduled for the Studio Independent Study?,The classes meet on Schedule will be added between nan and nan ET for the Studio Independent Study.,Courses_data/Documents/metadata_course_fall_23.txt
Which semester does the Principles of Imperative Computation belong to?,The Principles of Imperative Computation is a part of the Summer Two 2024 semester.,Courses_data/Documents/metadata_course_summer_two_24.txt
Who is the instructor for the Introduction to the Theory and Practice of Policy Analysis?,The Introduction to the Theory and Practice of Policy Analysis course is led by instructor Morgan.,Courses_data/Documents/metadata_course_fall_23.txt
When are the classes scheduled for the Health Policy?,The classes meet on Schedule will be added between nan and nan ET for the Health Policy.,Courses_data/Documents/metadata_course_spring_24.txt
When are the classes scheduled for the Costume Design?,The classes meet on Monday Tuesday Wednesday Thursday Friday between 06:30PM and 10:30PM ET for the Costume Design.,Courses_data/Documents/metadata_course_fall_23.txt
Where are the classes for Production Prep: Lonely Planet: located on the campus?,"The Production Prep: Lonely Planet: class is located in Building nan, Room nan.",Courses_data/Documents/metadata_course_spring_24.txt
Which department offers the Guest Experience in Theme Park Design subject?,The Entertainment Technology department offers the Guest Experience in Theme Park Design subject.,Courses_data/Documents/metadata_course_spring_24.txt
How many units does the Rehearsal and Performance III: course offer?,The course titled Rehearsal and Performance III: with Course ID 54312 has VAR units.,Courses_data/Documents/metadata_course_spring_24.txt
Where are the classes for Special Topics in French & Francophone Studies located on the campus?,"The Special Topics in French & Francophone Studies class is located in Building TBA, Room nan.",Courses_data/Documents/metadata_course_spring_24.txt
Where are the classes for Solution Strategy & Marketing: located on the campus?,"The Solution Strategy & Marketing: class is located in Building nan, Room nan.",Courses_data/Documents/metadata_course_spring_24.txt
Who is the instructor for the Information Systems Project?,The Information Systems Project course is led by instructor Instructor TBA.,Courses_data/Documents/metadata_course_summer_one_all_24.txt
When are the classes scheduled for the Statistical Foundations of Business Analytics:?,The classes meet on Day not scheduled between nan and nan ET for the Statistical Foundations of Business Analytics:.,Courses_data/Documents/metadata_course_fall_23.txt
When are the classes scheduled for the Independent Study: Breadth?,The classes meet on Schedule will be added between nan and nan ET for the Independent Study: Breadth.,Courses_data/Documents/metadata_course_spring_24.txt
Which department offers the Capstone Management Project II subject?,The Arts & Entertainment Management department offers the Capstone Management Project II subject.,Courses_data/Documents/metadata_course_spring_24.txt
Who is the instructor for the BXA Studio (4th semester)?,"The BXA Studio (4th semester) course is led by instructor Shields, Sullivan.",Courses_data/Documents/metadata_course_fall_23.txt
Which department offers the Packet Switching and Computer Networks subject?,The Electrical & Computer Engineering department offers the Packet Switching and Computer Networks subject.,Courses_data/Documents/metadata_course_fall_23.txt
Who is the instructor for the TBA?,"The TBA course is led by instructor Houser, Feinberg.",Courses_data/Documents/metadata_course_fall_23.txt
Where are the classes for Principles of Macroeconomics located on the campus?,"The Principles of Macroeconomics class is located in Building TEP, Room 3801.",Courses_data/Documents/metadata_course_fall_23.txt
How many units does the Probability and Statistics for Business Applications course offer?,The course titled Probability and Statistics for Business Applications with Course ID 70207 has 9.0 units.,Courses_data/Documents/metadata_course_spring_24.txt
Which semester does the Independent Study in Information Systems belong to?,The Independent Study in Information Systems is a part of the Fall 2023 semester.,Courses_data/Documents/metadata_course_fall_23.txt
When are the classes scheduled for the Independent Study: Breadth?,The classes meet on Schedule will be added between nan and nan ET for the Independent Study: Breadth.,Courses_data/Documents/metadata_course_spring_24.txt
When are the classes scheduled for the Decision Analytics for Business and Policy?,The classes meet on Monday Wednesday Friday between 03:30PM and 04:50PM ET for the Decision Analytics for Business and Policy.,Courses_data/Documents/metadata_course_fall_23.txt
Which semester does the Internship belong to?,The Internship is a part of the Spring 2024 semester.,Courses_data/Documents/metadata_course_spring_24.txt
Which semester does the Societal Computing Pre-Thesis belong to?,The Societal Computing Pre-Thesis is a part of the Fall 2023 semester.,Courses_data/Documents/metadata_course_fall_23.txt
Which semester does the Directing I: A Director's Mindset belong to?,The Directing I: A Director's Mindset is a part of the Fall 2023 semester.,Courses_data/Documents/metadata_course_fall_23.txt
Where are the classes for Carnegie Scenic located on the campus?,"The Carnegie Scenic class is located in Building TBA, Room nan.",Courses_data/Documents/metadata_course_spring_24.txt
Which semester does the Production Prep: John Proctor: belong to?,The Production Prep: John Proctor: is a part of the Spring 2024 semester.,Courses_data/Documents/metadata_course_spring_24.txt
How many units does the TBA course offer?,The course titled TBA with Course ID 62347 has 3.0 units.,Courses_data/Documents/metadata_course_spring_24.txt
Which semester does the Changes in Japan 1: Food and Work Cultures belong to?,The Changes in Japan 1: Food and Work Cultures is a part of the Fall 2023 semester.,Courses_data/Documents/metadata_course_fall_23.txt
